image_name,mask_type,wsmse_tag,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim13,full,0,1,1,0.0035,30.887293075568678,0.15575766563415527,81661.875,30.87314119894431,0.869170606136322,0.1574377417564392,82542.71875,0.019292831420898438,10115.0,0.0076656341552734375,4019.0,0.010778427124023438,5651.0,0.0,0,0.17673057317733765,92657.71875,5000,1000
othim14,full,0,1,1,0.0035,30.802379399244625,0.14387577772140503,75432.34375,30.77833346870339,0.8682615756988525,0.14448046684265137,75749.375,0.02074432373046875,10876.0,0.00902557373046875,4732.0,0.0108795166015625,5704.0,0.0,0,0.16522479057312012,86625.375,5000,1000
othim15,full,0,1,1,0.0035,30.676183528216754,0.1466989815235138,76912.515625,30.658063359545988,0.8680455088615417,0.1469934731721878,77066.9140625,0.020982742309570312,11001.0,0.008876800537109375,4654.0,0.011150360107421875,5846.0,0.0,0,0.16797621548175812,88067.9140625,5000,1000
othim16,full,0,1,1,0.0035,31.149006691133753,0.12928953766822815,67784.953125,31.141189572433607,0.8794560432434082,0.13078145682811737,68567.1484375,0.020050048828125,10512.0,0.0077362060546875,4056.0,0.01148223876953125,6020.0,0.0,0,0.15083150565624237,79079.1484375,5000,1000
othim17,full,0,1,1,0.0035,31.200396779306583,0.1314956545829773,68941.59375,31.177387829458798,0.8800882697105408,0.13177284598350525,69086.921875,0.020885467529296875,10950.0,0.008890151977539062,4661.0,0.011043548583984375,5790.0,0.0,0,0.15265831351280212,80036.921875,5000,1000
othim18,full,0,1,1,0.0035,31.330239336933218,0.13089177012443542,68624.984375,31.305831053346484,0.8823345899581909,0.13119015097618103,68781.421875,0.02010345458984375,10540.0,0.008874893188476562,4653.0,0.01038360595703125,5444.0,0.0,0,0.15129360556602478,79321.421875,5000,1000
othim19,full,0,1,1,0.0035,28.622802846071053,0.37454959750175476,196371.859375,28.601268087429247,0.8335644006729126,0.3749310374259949,196571.84375,0.02050018310546875,10748.0,0.008955001831054688,4695.0,0.010828018188476562,5677.0,0.0,0,0.3954312205314636,207319.84375,5000,1000
othim20,full,0,1,1,0.0035,28.669480099263666,0.3765881657600403,197440.65625,28.6537353382061,0.8313945531845093,0.3768604099750519,197583.390625,0.020252227783203125,10618.0,0.008916854858398438,4675.0,0.01050567626953125,5508.0,0.0,0,0.397112637758255,208201.390625,5000,1000
othim21,full,0,1,1,0.0035,28.61636793148672,0.3896484971046448,204288.03125,28.604879669636762,0.8333799242973328,0.3906245529651642,204799.765625,0.019651412963867188,10303.0,0.00791168212890625,4148.0,0.010793685913085938,5659.0,0.0,0,0.41027596592903137,215102.765625,5000,1000
othim22,full,0,1,1,0.0035,31.114643344677052,0.18085384368896484,94819.5,31.106617543778356,0.8733937740325928,0.18184596300125122,95339.65625,0.020814895629882812,10913.0,0.0077419281005859375,4059.0,0.011989593505859375,6286.0,0.0,0,0.20266085863113403,106252.65625,5000,1000
othim23,full,0,1,1,0.0035,29.997397086674813,0.18552085757255554,97266.359375,29.992419784978193,0.8584567904472351,0.18654680252075195,97804.25,0.021484375,11264.0,0.008775711059570312,4601.0,0.011739730834960938,6155.0,0.0,0,0.20803117752075195,109068.25,5000,1000
othim24,full,0,1,1,0.0035,29.339961829273644,0.26283448934555054,137800.96875,29.331881584609857,0.8609824180603027,0.26335734128952026,138075.09375,0.021900177001953125,11482.0,0.008882522583007812,4657.0,0.0119476318359375,6264.0,0.0,0,0.2852575182914734,149557.09375,5000,1000
othim25,full,0,1,1,0.0035,28.192599897513105,0.4022185504436493,210878.359375,28.17911918635932,0.8432550430297852,0.403179407119751,211382.125,0.01979827880859375,10380.0,0.007976531982421875,4182.0,0.010885238647460938,5707.0,0.0,0,0.4229776859283447,221762.125,5000,1000
othim26,full,0,1,1,0.0035,28.146613814386225,0.40536123514175415,212526.03125,28.14173898863979,0.8433727622032166,0.4058457911014557,212780.078125,0.021814346313476562,11437.0,0.00891876220703125,4676.0,0.011943817138671875,6262.0,0.0,0,0.42766013741493225,224217.078125,5000,1000
othim27,full,0,1,1,0.0035,28.357627867000918,0.33247262239456177,174311.40625,28.35018575757593,0.821890115737915,0.3333277106285095,174759.71875,0.020839691162109375,10926.0,0.007879257202148438,4131.0,0.012111663818359375,6350.0,0.0,0,0.3541674017906189,185685.71875,5000,1000
othim28,full,0,1,1,0.0035,28.84399913132,0.33630362153053284,176319.953125,28.83505439453764,0.8457479476928711,0.33741605281829834,176903.1875,0.020551681518554688,10775.0,0.0079193115234375,4152.0,0.011684417724609375,6126.0,0.0,0,0.357967734336853,187678.1875,5000,1000
othim29,full,0,1,1,0.0035,29.32937212559651,0.3240523338317871,169896.75,29.316293917579326,0.8460432887077332,0.3249959945678711,170391.5,0.01961517333984375,10284.0,0.007974624633789062,4181.0,0.010822296142578125,5674.0,0.0,0,0.34461116790771484,180675.5,5000,1000
